Assignment Week,Source ID,Canonical Source ID,Title,Provider,Resource Type,Original Role,Disposition,Instructional Week,Lesson,Section ID,Section Label,Relationship,Requirement,Inline,Exact Backlink,Context Framing,Post-Resource Action,Duplicate Status,Final Audit Result,Reason
28,nasaSystems,nasaSystems,NASA Systems Engineering Handbook,NASA,Government engineering handbook,Required · Report/evidence authority,RETAINED + INTEGRATED,28,Career,career-w28-the-report-should-show-the-reasoning-chain,The report should show the reasoning chain,Used in,required,YES,learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-the-report-should-show-the-reasoning-chain&from=media&mediaWeek=28&media=nasaSystems,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Record planned condition, observed result, anomaly, root cause, corrective action, retest and traceability.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,nasaTechnicalPlanning,nasaTechnicalPlanning,NASA Systems Engineering Handbook — 6.1 Technical Planning,NASA,Government systems-engineering project-planning guidance,Required · Project-management/technical-planning instruction,RETAINED + INTEGRATED,28,CETa,concept-6,Field versus shop procedure and project management,Taught in,required,YES,learn.html?week=28&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=28&media=nasaTechnicalPlanning,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Scale the method to technician/electronics work. For field service, include authorization/access, safety, tools/spares, outage window, backup/rollback and communication; compare that with the more controlled shop/bench environment.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,neetsTechnicianHandbook,neetsTechnicianHandbook,NEETS Module 19 — The Technician's Handbook,U.S. Navy Electricity and Electronics Training Series / Historic Naval Ships Association,Legacy technician reference manual used only for durable service-literature principles,Required · Legacy service-literature principles only,RETAINED + INTEGRATED,28,CETa,concept-5,"Service literature, parts cross-reference, and manufacturer support",Used in,required,YES,learn.html?week=28&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=28&media=neetsTechnicianHandbook,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Treat Navy publication names, organizations and ordering systems as historical examples only; transfer the principle to the current manufacturer service manual, datasheet, bulletin or employer knowledge base for the equipment at hand.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,niFaultInjection,niFaultInjection,Using Fault Insertion Units for Electronic Testing,National Instruments,Test-and-measurement manufacturer fault-injection tutorial,Required · Controlled hardware fault-injection methodology,RETAINED + INTEGRATED,28,Career,career-w28-fault-injection-validates-the-detector-and-diagnostic-path,Fault injection validates the detector and diagnostic path,Taught in,required,YES,learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-fault-injection-validates-the-detector-and-diagnostic-path&from=media&mediaWeek=28&media=niFaultInjection,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Distinguish open circuit, pin-to-pin short, short-to-ground and short-to-power concepts; the course must emulate only electrically safe faults appropriate to the low-voltage project rather than copying high-energy HIL hardware literally.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,pytest,pytest,pytest Documentation,pytest project,Official project documentation,Path-specific · Reproducible fault cases,RETAINED + INTEGRATED,28,Career,career-w28-career-integration-verification-validation-test-design-and-traceability,"Career integration: verification, validation, test design, and traceability",Used in,supporting,YES,learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-career-integration-verification-validation-test-design-and-traceability&from=media&mediaWeek=28&media=pytest,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Keep fault IDs and requirement IDs traceable.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,saleae,saleae,Logic Analyzer Learning and Support,Saleae,Manufacturer documentation,Optional · Logic-analyzer product/support navigation,RETAINED + INTEGRATED,28,Career,career-w28-controlled-fault-injection-needs-a-known-good-baseline,Controlled fault injection needs a known-good baseline,Optional enrichment for,optional,YES,learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-controlled-fault-injection-needs-a-known-good-baseline&from=media&mediaWeek=28&media=saleae,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Do not treat this generic support source as instruction in fault-injection methodology; controlled fault design is taught separately below.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,salesforceFieldServiceBasics,salesforceFieldServiceBasics,"Salesforce Field Service Basics — Work Orders, Time, Parts, Reports, and Service Operations",Salesforce Trailhead,Current field-service operations training module,Required · Field-service versus shop-work workflow,RETAINED + INTEGRATED,28,CETa,concept-9,"Field versus shop changes constraints, not physics",Taught in,required,YES,learn.html?week=28&stage=ceta-lesson&lesson=0&section=concept-9&from=media&mediaWeek=28&media=salesforceFieldServiceBasics,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Before choosing field versus shop work, identify authorization/access, safety, available tools/spares, downtime window, evidence that can be collected on site and the escalation/handoff trigger.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,salesforceResourceUtilization,salesforceResourceUtilization,Scheduling Console — Service Resource Utilization,Salesforce,Current field-service productivity/utilization documentation,Required · Technician productivity/utilization calculation,RETAINED + INTEGRATED,28,CETa,concept-4,"Service business records, invoices, productivity, and estimates/test planning",Used in,required,YES,learn.html?week=28&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=28&media=salesforceResourceUtilization,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: State exactly what counts as scheduled work/travel and what counts as available working time; report the date range and assumptions before comparing technicians or periods.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,salesforceWorkOrderEstimation,salesforceWorkOrderEstimation,"Work Order Estimation — Cost, Effort, Quotes, and Work Planning",Salesforce,Current field-service work-estimation documentation,Required · Estimate/quote planning literacy,RETAINED + INTEGRATED,28,CETa,concept-4,"Service business records, invoices, productivity, and estimates/test planning",Used in,required,YES,learn.html?week=28&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=28&media=salesforceWorkOrderEstimation,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Do not promise a repair price or completion scope until the estimate states assumptions and required work/parts; technical uncertainty belongs in the estimate or escalation path.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,serviceNowFieldInventory,serviceNowFieldInventory,"Field Service Inventory — Parts, Consumption, Performed Services, and Invoicing",ServiceNow,Current field-service operations documentation,Required · Parts consumption and billing-record literacy,RETAINED + INTEGRATED,28,CETa,concept-5,"Service literature, parts cross-reference, and manufacturer support",Used in,required,YES,learn.html?week=28&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=28&media=serviceNowFieldInventory,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Record the actual quantity/part/service performed; do not substitute an approximate component description when the service record requires a specific item or entitlement/price-list entry.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,tiBoardTroubleshooting,tiBoardTroubleshooting,Board Level Troubleshooting,Texas Instruments,Manufacturer troubleshooting video,Required · Root-cause teaching video,RETAINED + INTEGRATED,28,Career,career-w28-root-cause-survives-controlled-reversal,Root cause survives controlled reversal,Demonstrated in,required,YES,learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-root-cause-survives-controlled-reversal&from=media&mediaWeek=28&media=tiBoardTroubleshooting,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: A root cause must explain the symptom and follow controlled reversal/reproduction, not just disappear after a change.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
